3,161,126,106,147,70,-16.1
5,159,230,329,306,128,1.4
6,442,305,326,374,150,-51.5
23,1,4,17,5,38,7.5
24,24,87,129,214,67,21.3
25,2,0,0,1,0,-0.3
45,4,3,14,7,1,-0.2
46,171,142,204,215,85,-9.9
47,127,247,447,397,89,7.4
48,723,456,567,373,107,-131.5
49,447,331,339,286,185,-56.9
50,1761,1589,1657,1525,528,-253.0
51,204,179,252,155,42,-34.8
52,441,521,414,352,201,-64.9
53,6,10,12,3,3,-1.3
56,169,132,122,186,88,-10.8
58,1,1,1,20,19,5.5
59,3,12,31,20,10,2.2
60,45,32,30,20,8,-8.6
61,1,0,1,0,0,-0.2
62,119,76,119,117,22,-15.3
64,0,1,1,1,0,0.0
66,519,462,460,156,12,-132.0
67,12,14,10,6,3,-2.6
68,122,139,38,43,11,-31.8
69,18,26,44,32,6,-1.8
70,0,7,5,3,6,0.8
71,1,0,49,33,1,3.3
72,0,3,4,2,5,0.9
73,1,2,2,3,4,0.7
74,377,247,281,312,119,-45.1
75,6,4,4,7,6,0.3
76,948,781,832,542,127,-188.1
77,155,103,47,67,47,-25.2
78,0,0,0,1,1,0.3
79,1,9,43,42,7,4.5
80,1,1,1,3,3,0.6
81,7,18,30,4,2,-2.4
82,322,176,91,50,5,-76.0
83,258,400,583,411,77,-35.1
84,417,419,427,391,134,-59.4
85,93,97,75,79,51,-10.2
86,152,207,272,311,96,-0.8
87,881,865,759,763,258,-134.8
88,319,335,786,793,275,37.0
89,5,2,8,4,0,-0.8
90,503,458,530,615,176,-49.7
91,3,2,3,10,2,0.6
92,99,26,24,41,14,-15.5
93,18,9,13,1,1,-4.2
94,48,19,37,46,23,-2.3
95,28,11,12,86,40,9.9
96,23,11,3,24,7,-1.9
98,1,1,4,2,0,-0.1
99,155,191,165,188,22,-26.9
100,73,109,63,36,13,-19.3
108,12,47,42,4,18,-3.1
109,0,2,2,0,1,0.0
112,30,7,0,0,0,-6.7
113,881,865,786,793,275,-128.4
115,22,9,104,336,28,33.9
116,91,100,127,84,25,-14.8
117,279,147,261,205,80,-34.0
118,280,184,273,241,69,-36.5
120,488,364,603,714,144,-33.8
121,140,58,105,175,25,-11.3
122,252,245,370,293,69,-31.8
123,98,89,151,144,48,-4.5
124,37,22,30,50,12,-2.2
125,423,270,420,588,142,-24.4
126,534,502,610,503,177,-71.3
128,113,65,97,136,35,-8.5
129,1,0,0,1,1,0.1
131,599,560,644,448,115,-108.0
132,308,277,568,665,320,41.2
133,121,64,51,12,1,-29.2
134,553,270,243,370,184,-63.8
135,8,5,33,136,3,12.1
136,33,33,56,52,6,-3.5
137,277,207,189,122,38,-56.3
138,258,173,130,133,59,-43.8
139,186,125,106,81,49,-31.8
140,327,295,429,364,153,-27.9
141,269,231,200,222,88,-37.1
142,2,3,8,6,5,0.9
143,18,15,28,27,7,-1.0
144,6,8,4,1,1,-1.7
145,99,158,195,181,69,-3.7
146,116,296,674,690,344,85.0
147,351,447,524,574,250,-7.5
148,550,1044,1081,1031,445,-22.3
149,584,412,402,400,176,-82.8
150,404,261,264,240,188,-45.3
151,322,271,500,485,159,-11.2
152,449,467,645,666,297,-10.5
153,272,216,510,157,85,-43.3
154,183,118,249,445,377,71.5
155,108,188,310,283,97,7.3
156,507,454,660,371,93,-91.1
157,666,878,822,417,130,-153.3
158,700,862,915,632,175,-128.0
159,61,83,93,72,40,-5.3
160,3,6,16,47,61,15.7
161,25,24,22,4,3,-6.4
162,3,1,1,9,2,0.6
163,207,192,161,104,42,-41.8
164,354,277,302,248,88,-56.1
165,314,219,278,240,79,-44.9
166,237,183,149,185,56,-36.0
167,551,666,484,540,159,-91.0
